train_loss,train_mae,epoch,step
0.19235046207904816,0.19235046207904816,0,49
0.1169596016407013,0.1169596016407013,0,99
0.15505476295948029,0.15505476295948029,0,149
0.13399474322795868,0.13399474322795868,0,199
0.12715351581573486,0.12715351581573486,0,249
0.11932345479726791,0.11932345479726791,0,299
0.15029723942279816,0.15029723942279816,0,349
0.15073981881141663,0.15073981881141663,0,399
0.11813395470380783,0.11813395470380783,0,449
0.12138685584068298,0.12138685584068298,0,499
0.196603924036026,0.196603924036026,0,549
0.10010214149951935,0.10010214149951935,0,599
0.13631770014762878,0.13631770014762878,0,649
0.12498840689659119,0.12498840689659119,0,699
0.11483216285705566,0.11483216285705566,0,749
0.1347222477197647,0.1347222477197647,0,799
0.13189652562141418,0.13189652562141418,0,849
0.1382625848054886,0.1382625848054886,0,899
0.13874982297420502,0.13874982297420502,0,949
0.09637907892465591,0.09637907892465591,0,999
0.09918419271707535,0.09918419271707535,0,1049
0.12914323806762695,0.12914323806762695,0,1099
0.11292536556720734,0.11292536556720734,0,1149
0.12729987502098083,0.12729987502098083,0,1199
0.11387805640697479,0.11387805640697479,0,1249
0.08336058259010315,0.08336058259010315,0,1299
0.10511667281389236,0.10511667281389236,0,1349
0.11034303158521652,0.11034303158521652,0,1399
0.13668589293956757,0.13668589293956757,0,1449
0.09928698092699051,0.09928698092699051,0,1499
0.11116275936365128,0.11116275936365128,0,1549
0.0995422825217247,0.0995422825217247,0,1599
0.1150096207857132,0.1150096207857132,0,1649
0.13417786359786987,0.13417786359786987,0,1699
0.14949968457221985,0.14949968457221985,0,1749
0.09809191524982452,0.09809191524982452,0,1799
0.117177814245224,0.117177814245224,0,1849
0.09871147572994232,0.09871147572994232,0,1899
0.1431538164615631,0.1431538164615631,0,1949
0.12577714025974274,0.12577714025974274,0,1999
0.11426732689142227,0.11426732689142227,0,2049
0.1200355738401413,0.1200355738401413,0,2099
0.1282440721988678,0.1282440721988678,0,2149
0.11391377449035645,0.11391377449035645,0,2199
0.13315896689891815,0.13315896689891815,0,2249
0.1433074027299881,0.1433074027299881,0,2299
0.0916028842329979,0.0916028842329979,0,2349
0.13087472319602966,0.13087472319602966,0,2399
0.137149840593338,0.137149840593338,0,2449
0.12376821041107178,0.12376821041107178,0,2499
0.13483977317810059,0.13483977317810059,0,2549
0.11683985590934753,0.11683985590934753,0,2599
0.11376436054706573,0.11376436054706573,0,2649
0.09359978139400482,0.09359978139400482,0,2699
0.12361900508403778,0.12361900508403778,0,2749
0.1083536148071289,0.1083536148071289,0,2799
0.11500866711139679,0.11500866711139679,0,2849
0.13121280074119568,0.13121280074119568,0,2899
0.10640512406826019,0.10640512406826019,0,2949
0.12115833908319473,0.12115833908319473,0,2999
0.10343662649393082,0.10343662649393082,0,3049
0.10135438293218613,0.10135438293218613,0,3099
0.12870150804519653,0.12870150804519653,0,3149
0.11347426474094391,0.11347426474094391,0,3199
0.12475155293941498,0.12475155293941498,0,3249
0.1106056421995163,0.1106056421995163,0,3299
0.10270534455776215,0.10270534455776215,0,3349
0.12100394070148468,0.12100394070148468,0,3399
0.1289447396993637,0.1289447396993637,0,3449
0.14032383263111115,0.14032383263111115,0,3499
0.1216871440410614,0.1216871440410614,0,3549
0.10398013889789581,0.10398013889789581,0,3599
0.09170746803283691,0.09170746803283691,0,3649
0.09799766540527344,0.09799766540527344,0,3699
0.11816670000553131,0.11816670000553131,0,3749
0.14595216512680054,0.14595216512680054,0,3799
0.12136448174715042,0.12136448174715042,0,3849
0.11179719865322113,0.11179719865322113,0,3899
0.13905589282512665,0.13905589282512665,0,3949
0.1337757706642151,0.1337757706642151,0,3999
0.11065126210451126,0.11065126210451126,0,4049
0.1374216228723526,0.1374216228723526,0,4099
0.11518029123544693,0.11518029123544693,0,4149
0.09488210827112198,0.09488210827112198,0,4199
0.11204995214939117,0.11204995214939117,0,4249
0.09910887479782104,0.09910887479782104,0,4299
0.09974391013383865,0.09974391013383865,0,4349
0.093171626329422,0.093171626329422,0,4399
0.13917076587677002,0.13917076587677002,0,4449
0.12065564095973969,0.12065564095973969,0,4499
0.12973004579544067,0.12973004579544067,0,4549
0.14171501994132996,0.14171501994132996,0,4599
0.11661911755800247,0.11661911755800247,0,4649
0.11326061189174652,0.11326061189174652,0,4699
0.1437094509601593,0.1437094509601593,0,4749
0.13213177025318146,0.13213177025318146,0,4799
0.08598832786083221,0.08598832786083221,0,4849
0.09241534769535065,0.09241534769535065,0,4899
0.09890583157539368,0.09890583157539368,0,4949
0.1651802957057953,0.1651802957057953,0,4999
0.13494320213794708,0.13494320213794708,0,5049
0.12087754160165787,0.12087754160165787,0,5099
0.1110243946313858,0.1110243946313858,0,5149
0.10529933124780655,0.10529933124780655,0,5199
0.12239081412553787,0.12239081412553787,0,5249
0.10639947652816772,0.10639947652816772,0,5299
0.16004711389541626,0.16004711389541626,0,5349
0.08161500841379166,0.08161500841379166,0,5399
0.09988824278116226,0.09988824278116226,0,5449
0.1051597073674202,0.1051597073674202,0,5499
0.09922586381435394,0.09922586381435394,0,5549
0.08483470231294632,0.08483470231294632,0,5599
0.09865832328796387,0.09865832328796387,0,5649
0.12723131477832794,0.12723131477832794,0,5699
0.1183677613735199,0.1183677613735199,0,5749
0.13001631200313568,0.13001631200313568,0,5799
0.10238669067621231,0.10238669067621231,0,5849
0.11187189072370529,0.11187189072370529,0,5899
0.1278771013021469,0.1278771013021469,0,5949
0.10998858511447906,0.10998858511447906,0,5999
0.10849989950656891,0.10849989950656891,0,6049
0.07492456585168839,0.07492456585168839,0,6099
0.09017335623502731,0.09017335623502731,0,6149
0.1407957673072815,0.1407957673072815,0,6199
0.11386594921350479,0.11386594921350479,0,6249
0.09187676012516022,0.09187676012516022,0,6299
0.12044461071491241,0.12044461071491241,0,6349
0.10739828646183014,0.10739828646183014,0,6399
0.13229034841060638,0.13229034841060638,0,6449
0.1250951886177063,0.1250951886177063,0,6499
0.08895759284496307,0.08895759284496307,0,6549
0.13259392976760864,0.13259392976760864,0,6599
0.09561299532651901,0.09561299532651901,0,6649
0.10662217438220978,0.10662217438220978,0,6699
0.14112016558647156,0.14112016558647156,0,6749
0.10586251318454742,0.10586251318454742,0,6799
0.11944001913070679,0.11944001913070679,0,6849
0.1096731424331665,0.1096731424331665,0,6899
0.18056932091712952,0.18056932091712952,0,6949
0.1151646077632904,0.1151646077632904,0,6999
0.11690375208854675,0.11690375208854675,0,7049
0.1215289831161499,0.1215289831161499,0,7099
0.09815508127212524,0.09815508127212524,0,7149
0.10829043388366699,0.10829043388366699,0,7199
0.21761055290699005,0.21761055290699005,0,7249
0.13762527704238892,0.13762527704238892,0,7299
0.12813374400138855,0.12813374400138855,0,7349
0.11934422701597214,0.11934422701597214,0,7399
0.12913702428340912,0.12913702428340912,0,7449
0.13344603776931763,0.13344603776931763,0,7499
0.10389463603496552,0.10389463603496552,0,7549
