train_loss,epoch,step,val_loss
0.03559377044439316,0,49,
0.041827742010354996,0,99,
0.028336577117443085,0,149,
0.016281936317682266,0,199,
0.016879575327038765,0,249,
0.008797403424978256,0,299,
0.023774657398462296,0,349,
0.023598449304699898,0,399,
0.014674300327897072,0,449,
0.01769733428955078,0,499,
0.01937267556786537,0,549,
0.02003449574112892,0,599,
0.013037757016718388,0,649,
0.020961344242095947,0,699,
0.02284647896885872,0,749,
0.02249453216791153,0,799,
0.021959779784083366,0,849,
0.015770521014928818,0,899,
0.03416541591286659,0,949,
0.02064526081085205,0,999,
0.017776641994714737,0,1049,
0.015841897577047348,0,1099,
0.012356757186353207,0,1149,
0.026003358885645866,0,1199,
0.016495725139975548,0,1249,
0.013432684354484081,0,1299,
0.014094587415456772,0,1349,
0.020908821374177933,0,1399,
0.023030107840895653,0,1449,
0.0185202956199646,0,1499,
0.0202031172811985,0,1549,
0.02045823261141777,0,1599,
0.020548000931739807,0,1649,
0.020990541204810143,0,1699,
0.028412077575922012,0,1749,
0.021960653364658356,0,1799,
0.01994888111948967,0,1849,
0.010200059041380882,0,1899,
0.021677827462553978,0,1949,
0.010113989934325218,0,1999,
0.018143827095627785,0,2049,
0.024749182164669037,0,2099,
0.022393034771084785,0,2149,
0.012476272881031036,0,2199,
0.020394347608089447,0,2249,
0.017929643392562866,0,2299,
0.009170422330498695,0,2349,
0.01692919060587883,0,2399,
0.014078693464398384,0,2449,
0.019453903660178185,0,2499,
0.01967599429190159,0,2549,
0.015051256865262985,0,2599,
0.02001880668103695,0,2649,
0.020219717174768448,0,2699,
0.030460018664598465,0,2749,
0.007727398537099361,0,2799,
0.015264397487044334,0,2849,
0.016748763620853424,0,2899,
0.016265152022242546,0,2949,
0.018906163051724434,0,2999,
0.016237664967775345,0,3049,
0.014245014637708664,0,3099,
0.011533929035067558,0,3149,
0.014835616573691368,0,3199,
0.01756523922085762,0,3249,
0.020030897110700607,0,3299,
0.0126285869628191,0,3349,
