train_loss,epoch,step,val_loss
0.0248738843947649,0,49,
0.004021171480417252,0,99,
0.012081455439329147,0,149,
0.016798224300146103,0,199,
0.010486822575330734,0,249,
0.018489310517907143,0,299,
0.00477470550686121,0,349,
0.02127036824822426,0,399,
0.004990262445062399,0,449,
0.007541281171143055,0,499,
0.00505742896348238,0,549,
0.01245200727134943,0,599,
0.0169040709733963,0,649,
0.006314968224614859,0,699,
0.006751861423254013,0,749,
0.011166553013026714,0,799,
0.009945890866219997,0,849,
0.014486270025372505,0,899,
0.01678280532360077,0,949,
0.014344397000968456,0,999,
0.007641267031431198,0,1049,
0.006520316936075687,0,1099,
0.011624811217188835,0,1149,
0.01638196036219597,0,1199,
0.008002554066479206,0,1249,
0.008731977082788944,0,1299,
0.009480897337198257,0,1349,
0.006538246292620897,0,1399,
0.008196194656193256,0,1449,
0.01358729600906372,0,1499,
0.009522250853478909,0,1549,
0.006584690883755684,0,1599,
0.01857498660683632,0,1649,
0.008918230421841145,0,1699,
0.009096412919461727,0,1749,
0.009938381612300873,0,1799,
0.005290798842906952,0,1849,
0.0062681809067726135,0,1899,
0.011364476755261421,0,1949,
0.018972164019942284,0,1999,
0.006387500092387199,0,2049,
0.005903108045458794,0,2099,
0.01599273458123207,0,2149,
0.016714900732040405,0,2199,
0.007023196201771498,0,2249,
0.007258895318955183,0,2299,
0.013574408367276192,0,2349,
0.005883137695491314,0,2399,
0.01075705885887146,0,2449,
0.006173396948724985,0,2499,
0.009552608244121075,0,2549,
0.012605555355548859,0,2599,
0.009299304336309433,0,2649,
0.011784669011831284,0,2699,
0.023913420736789703,0,2749,
0.009129226207733154,0,2799,
0.004550224635750055,0,2849,
0.011933999136090279,0,2899,
0.016152987256646156,0,2949,
0.006748470012098551,0,2999,
0.013611686415970325,0,3049,
0.003138684667646885,0,3099,
0.009444572031497955,0,3149,
0.0077365972101688385,0,3199,
0.013701139017939568,0,3249,
0.013383270241320133,0,3299,
0.009165020659565926,0,3349,
0.007234386168420315,0,3399,
0.009722601622343063,0,3449,
0.012349778786301613,0,3499,
0.013229403644800186,0,3549,
0.00624905014410615,0,3599,
0.01100277528166771,0,3649,
0.007552395109087229,0,3699,
0.008955846540629864,0,3749,
0.01602274924516678,0,3799,
0.017062485218048096,0,3849,
0.007670433726161718,0,3899,
0.015961239114403725,0,3949,
0.008254840970039368,0,3999,
0.004264067858457565,0,4049,
0.00550027284771204,0,4099,
0.01374801341444254,0,4149,
0.01906328648328781,0,4199,
0.00924830511212349,0,4249,
0.006580346263945103,0,4299,
0.003981471993029118,0,4349,
0.01759542152285576,0,4399,
0.0037541636265814304,0,4449,
0.013214507140219212,0,4499,
0.007380165159702301,0,4549,
0.010337760671973228,0,4599,
0.008403358049690723,0,4649,
0.011925047263503075,0,4699,
0.014131567440927029,0,4749,
0.016455717384815216,0,4799,
0.008846049197018147,0,4849,
0.009811118245124817,0,4899,
0.004477234091609716,0,4949,
0.011393265798687935,0,4999,
0.006036592647433281,0,5049,
0.014448460191488266,0,5099,
0.010936113074421883,0,5149,
0.007139954715967178,0,5199,
0.012235408648848534,0,5249,
0.006840391084551811,0,5299,
0.02022957056760788,0,5349,
0.008816022425889969,0,5399,
0.006845247000455856,0,5449,
0.008871737867593765,0,5499,
0.006102291867136955,0,5549,
0.01382300816476345,0,5599,
0.006139128468930721,0,5649,
0.0039547281339764595,0,5699,
0.01650136709213257,0,5749,
0.004778938367962837,0,5799,
0.015494413673877716,0,5849,
0.006668140180408955,0,5899,
0.00925479270517826,0,5949,
0.006774466950446367,0,5999,
0.013431367464363575,0,6049,
0.009774086996912956,0,6099,
0.014424152672290802,0,6149,
0.015973884612321854,0,6199,
0.009719954803586006,0,6249,
0.018668489530682564,0,6299,
0.01582331396639347,0,6349,
0.004218359012156725,0,6399,
0.004881608299911022,0,6449,
0.014520911499857903,0,6499,
0.009578402154147625,0,6549,
0.02107100933790207,0,6599,
0.004376072436571121,0,6649,
0.012826123274862766,0,6699,
0.009532073512673378,0,6749,
0.017747338861227036,0,6799,
0.011466930620372295,0,6849,
0.015354874543845654,0,6899,
0.010814791545271873,0,6949,
0.004997538402676582,0,6999,
0.012397398240864277,0,7049,
0.010791892185807228,0,7099,
0.00732943182811141,0,7149,
0.007308858446776867,0,7199,
0.008717724122107029,0,7249,
0.019102048128843307,0,7299,
0.004244349431246519,0,7349,
0.011143510229885578,0,7399,
0.01567823439836502,0,7449,
0.005627519451081753,0,7499,
0.004747284110635519,0,7549,
0.009665780700743198,0,7599,
0.014984244480729103,0,7649,
0.010185184888541698,0,7699,
0.009571178816258907,0,7749,
0.013870895840227604,0,7799,
0.005495504476130009,0,7849,
0.008336985483765602,0,7899,
0.003892267122864723,0,7949,
0.005074537359178066,0,7999,
0.01051220390945673,0,8049,
0.011411569081246853,0,8099,
0.00826680101454258,0,8149,
0.009324892424046993,0,8199,
0.010557791218161583,0,8249,
0.01441175490617752,0,8299,
0.01420782320201397,0,8349,
0.018516194075345993,0,8399,
0.012350024655461311,0,8449,
0.006474197842180729,0,8499,
0.010180504061281681,0,8549,
0.013948848471045494,0,8599,
0.01559842936694622,0,8649,
0.0029014674946665764,0,8699,
0.014149802736938,0,8749,
0.010505842044949532,0,8799,
0.004625563509762287,0,8849,
0.008496573194861412,0,8899,
0.014576350338757038,0,8949,
