train_loss,train_mae,epoch,step,val_loss,val_mae
0.2891983389854431,0.2891983389854431,0,49,,
0.21018114686012268,0.21018114686012268,0,99,,
0.12690958380699158,0.12690958380699158,0,149,,
0.15707367658615112,0.15707367658615112,0,199,,
0.1949015110731125,0.1949015110731125,0,249,,
0.15125927329063416,0.15125927329063416,0,299,,
0.14668366312980652,0.14668366312980652,0,349,,
0.2221887707710266,0.2221887707710266,0,399,,
0.11467429250478745,0.11467429250478745,0,449,,
0.14263352751731873,0.14263352751731873,0,499,,
0.14724639058113098,0.14724639058113098,0,549,,
0.15624761581420898,0.15624761581420898,0,599,,
0.10971643030643463,0.10971643030643463,0,649,,
0.16579347848892212,0.16579347848892212,0,699,,
0.13388149440288544,0.13388149440288544,0,749,,
0.12558726966381073,0.12558726966381073,0,799,,
0.12256160378456116,0.12256160378456116,0,849,,
0.1430700719356537,0.1430700719356537,0,899,,
0.1309562474489212,0.1309562474489212,0,949,,
0.14468127489089966,0.14468127489089966,0,999,,
0.13592882454395294,0.13592882454395294,0,1049,,
0.1438680738210678,0.1438680738210678,0,1099,,
0.13093449175357819,0.13093449175357819,0,1149,,
0.19814160466194153,0.19814160466194153,0,1199,,
0.14863388240337372,0.14863388240337372,0,1249,,
0.15894904732704163,0.15894904732704163,0,1299,,
0.1224164292216301,0.1224164292216301,0,1349,,
0.20563402771949768,0.20563402771949768,0,1399,,
0.1417033076286316,0.1417033076286316,0,1449,,
0.13728772103786469,0.13728772103786469,0,1499,,
0.13102562725543976,0.13102562725543976,0,1549,,
0.14241987466812134,0.14241987466812134,0,1599,,
0.13653698563575745,0.13653698563575745,0,1649,,
0.1276278793811798,0.1276278793811798,0,1699,,
0.12216584384441376,0.12216584384441376,0,1749,,
0.13668277859687805,0.13668277859687805,0,1799,,
0.09400945901870728,0.09400945901870728,0,1849,,
0.11139075458049774,0.11139075458049774,0,1899,,
0.11741077899932861,0.11741077899932861,0,1949,,
0.1390094757080078,0.1390094757080078,0,1999,,
0.12346138060092926,0.12346138060092926,0,2049,,
0.12946733832359314,0.12946733832359314,0,2099,,
0.14938732981681824,0.14938732981681824,0,2149,,
0.11414964497089386,0.11414964497089386,0,2199,,
0.13804519176483154,0.13804519176483154,0,2249,,
0.13572727143764496,0.13572727143764496,0,2299,,
0.14134642481803894,0.14134642481803894,0,2349,,
0.12726593017578125,0.12726593017578125,0,2399,,
0.09485876560211182,0.09485876560211182,0,2449,,
0.14616411924362183,0.14616411924362183,0,2499,,
0.09852828085422516,0.09852828085422516,0,2549,,
0.12214469909667969,0.12214469909667969,0,2599,,
0.09586193412542343,0.09586193412542343,0,2649,,
0.06006771698594093,0.06006771698594093,0,2699,,
0.11225735396146774,0.11225735396146774,0,2749,,
0.13872088491916656,0.13872088491916656,0,2799,,
0.12728694081306458,0.12728694081306458,0,2849,,
0.10939264297485352,0.10939264297485352,0,2899,,
0.14882369339466095,0.14882369339466095,0,2949,,
0.1505489945411682,0.1505489945411682,0,2999,,
0.10037869215011597,0.10037869215011597,0,3049,,
0.1376640796661377,0.1376640796661377,0,3099,,
0.10170024633407593,0.10170024633407593,0,3149,,
0.1200793981552124,0.1200793981552124,0,3199,,
0.10933197289705276,0.10933197289705276,0,3249,,
0.09399542212486267,0.09399542212486267,0,3299,,
0.11668886989355087,0.11668886989355087,0,3349,,
0.1820942759513855,0.1820942759513855,0,3399,,
0.13426406681537628,0.13426406681537628,0,3449,,
0.10613125562667847,0.10613125562667847,0,3499,,
0.15315577387809753,0.15315577387809753,0,3549,,
0.12933024764060974,0.12933024764060974,0,3599,,
0.10697545856237411,0.10697545856237411,0,3649,,
0.11855345964431763,0.11855345964431763,0,3699,,
0.07406662404537201,0.07406662404537201,0,3749,,
0.11207784712314606,0.11207784712314606,0,3799,,
0.1335754543542862,0.1335754543542862,0,3849,,
0.08864991366863251,0.08864991366863251,0,3899,,
0.1413278877735138,0.1413278877735138,0,3949,,
0.13983972370624542,0.13983972370624542,0,3999,,
0.13432593643665314,0.13432593643665314,0,4049,,
0.10030083358287811,0.10030083358287811,0,4099,,
0.13369904458522797,0.13369904458522797,0,4149,,
0.14079615473747253,0.14079615473747253,0,4199,,
0.10551202297210693,0.10551202297210693,0,4249,,
0.12038344144821167,0.12038344144821167,0,4299,,
0.10442456603050232,0.10442456603050232,0,4349,,
0.13665929436683655,0.13665929436683655,0,4399,,
0.12476034462451935,0.12476034462451935,0,4449,,
0.0890190452337265,0.0890190452337265,0,4499,,
0.128408282995224,0.128408282995224,0,4549,,
0.1369449347257614,0.1369449347257614,0,4599,,
0.08431483805179596,0.08431483805179596,0,4649,,
0.11175616830587387,0.11175616830587387,0,4699,,
0.09661607444286346,0.09661607444286346,0,4749,,
0.08568312227725983,0.08568312227725983,0,4799,,
0.14579017460346222,0.14579017460346222,0,4849,,
0.13159596920013428,0.13159596920013428,0,4899,,
0.09868573397397995,0.09868573397397995,0,4949,,
0.1454043984413147,0.1454043984413147,0,4999,,
0.07836879789829254,0.07836879789829254,0,5049,,
0.2021206021308899,0.2021206021308899,0,5099,,
0.09474853426218033,0.09474853426218033,0,5149,,
0.11672167479991913,0.11672167479991913,0,5199,,
0.07907398045063019,0.07907398045063019,0,5249,,
0.10522383451461792,0.10522383451461792,0,5299,,
0.09301833063364029,0.09301833063364029,0,5349,,
0.11005158722400665,0.11005158722400665,0,5399,,
0.1234435960650444,0.1234435960650444,0,5449,,
0.08934438228607178,0.08934438228607178,0,5499,,
0.12633873522281647,0.12633873522281647,0,5549,,
0.10721221566200256,0.10721221566200256,0,5599,,
0.10817575454711914,0.10817575454711914,0,5649,,
0.10959462821483612,0.10959462821483612,0,5699,,
0.10775463283061981,0.10775463283061981,0,5749,,
0.1092575192451477,0.1092575192451477,0,5799,,
0.09598207473754883,0.09598207473754883,0,5849,,
0.07822209596633911,0.07822209596633911,0,5899,,
0.07389304041862488,0.07389304041862488,0,5949,,
0.09323330223560333,0.09323330223560333,0,5999,,
0.11239681392908096,0.11239681392908096,0,6049,,
0.11030038446187973,0.11030038446187973,0,6099,,
0.0981905460357666,0.0981905460357666,0,6149,,
0.08414827287197113,0.08414827287197113,0,6199,,
0.05361327901482582,0.05361327901482582,0,6249,,
0.07212924212217331,0.07212924212217331,0,6299,,
0.11871303617954254,0.11871303617954254,0,6349,,
0.14022567868232727,0.14022567868232727,0,6399,,
0.11479233205318451,0.11479233205318451,0,6449,,
0.11931557208299637,0.11931557208299637,0,6499,,
0.05861666798591614,0.05861666798591614,0,6549,,
0.11646612733602524,0.11646612733602524,0,6599,,
0.10660387575626373,0.10660387575626373,0,6649,,
0.08816466480493546,0.08816466480493546,0,6699,,
0.14620599150657654,0.14620599150657654,0,6749,,
0.0709347352385521,0.0709347352385521,0,6799,,
0.08913964033126831,0.08913964033126831,0,6849,,
0.1054689884185791,0.1054689884185791,0,6899,,
0.13309593498706818,0.13309593498706818,0,6949,,
0.11392820626497269,0.11392820626497269,0,6999,,
0.11687945574522018,0.11687945574522018,0,7049,,
0.12526093423366547,0.12526093423366547,0,7099,,
0.13584674894809723,0.13584674894809723,0,7149,,
0.11318081617355347,0.11318081617355347,0,7199,,
0.11933857202529907,0.11933857202529907,0,7249,,
0.11081796884536743,0.11081796884536743,0,7299,,
0.13597142696380615,0.13597142696380615,0,7349,,
0.12206026911735535,0.12206026911735535,0,7399,,
0.11706671118736267,0.11706671118736267,0,7449,,
0.0722586065530777,0.0722586065530777,0,7499,,
0.06386999040842056,0.06386999040842056,0,7549,,
0.12077483534812927,0.12077483534812927,0,7599,,
0.12459851801395416,0.12459851801395416,0,7649,,
0.08482113480567932,0.08482113480567932,0,7699,,
0.08941733837127686,0.08941733837127686,0,7749,,
0.10135293006896973,0.10135293006896973,0,7799,,
0.07322308421134949,0.07322308421134949,0,7849,,
0.10851907730102539,0.10851907730102539,0,7899,,
0.08509815484285355,0.08509815484285355,0,7949,,
0.10192377120256424,0.10192377120256424,0,7999,,
0.06346367299556732,0.06346367299556732,0,8049,,
0.09372241795063019,0.09372241795063019,0,8099,,
0.09276940673589706,0.09276940673589706,0,8149,,
0.08855408430099487,0.08855408430099487,0,8199,,
0.09701177477836609,0.09701177477836609,0,8249,,
0.0734451413154602,0.0734451413154602,0,8299,,
0.10162036865949631,0.10162036865949631,0,8349,,
0.08080276101827621,0.08080276101827621,0,8399,,
0.0933229923248291,0.0933229923248291,0,8449,,
0.07774098962545395,0.07774098962545395,0,8499,,
0.06989150494337082,0.06989150494337082,0,8549,,
0.08927763998508453,0.08927763998508453,0,8599,,
0.06716123968362808,0.06716123968362808,0,8649,,
0.10533034801483154,0.10533034801483154,0,8699,,
0.13984066247940063,0.13984066247940063,0,8749,,
0.102032870054245,0.102032870054245,0,8799,,
0.1697649508714676,0.1697649508714676,0,8849,,
0.07818532735109329,0.07818532735109329,0,8899,,
0.11290143430233002,0.11290143430233002,0,8949,,
0.0843234583735466,0.0843234583735466,0,8999,,
0.16002678871154785,0.16002678871154785,0,9049,,
0.10061228275299072,0.10061228275299072,0,9099,,
0.09863726794719696,0.09863726794719696,0,9149,,
0.11819440126419067,0.11819440126419067,0,9199,,
0.09090279042720795,0.09090279042720795,0,9249,,
0.10085780918598175,0.10085780918598175,0,9299,,
0.11148568242788315,0.11148568242788315,0,9349,,
0.11224731802940369,0.11224731802940369,0,9399,,
0.15181058645248413,0.15181058645248413,0,9449,,
