train_loss,epoch,step,val_loss
0.025324169546365738,0,49,
0.04258161038160324,0,99,
0.043295685201883316,0,149,
0.03767205774784088,0,199,
0.04792284220457077,0,249,
0.020743295550346375,0,299,
0.027159325778484344,0,349,
0.016208089888095856,0,399,
0.035372860729694366,0,449,
0.028766773641109467,0,499,
0.04356880486011505,0,549,
0.039050787687301636,0,599,
0.04587435722351074,0,649,
0.022126417607069016,0,699,
0.033264197409152985,0,749,
0.027766965329647064,0,799,
0.015934208407998085,0,849,
0.03191711753606796,0,899,
0.028171177953481674,0,949,
0.03807622939348221,0,999,
0.016635239124298096,0,1049,
0.029322385787963867,0,1099,
0.02493124268949032,0,1149,
0.01733800210058689,0,1199,
0.025584319606423378,0,1249,
0.01302814856171608,0,1299,
0.017186233773827553,0,1349,
0.014894615858793259,0,1399,
0.025161882862448692,0,1449,
0.02802460640668869,0,1499,
0.016541246324777603,0,1549,
0.02599218301475048,0,1599,
0.01521398313343525,0,1649,
0.02410314977169037,0,1699,
0.024436168372631073,0,1749,
0.018221694976091385,0,1799,
0.056897785514593124,0,1849,
0.017964957281947136,0,1899,
0.02014242671430111,0,1949,
0.021941643208265305,0,1999,
0.039843425154685974,0,2049,
0.014799236319959164,0,2099,
0.022573821246623993,0,2149,
0.016001630574464798,0,2199,
0.01627179980278015,0,2249,
0.05242038890719414,0,2299,
0.01654362492263317,0,2349,
0.010171711444854736,0,2399,
0.029186667874455452,0,2449,
0.010897206142544746,0,2499,
0.022761113941669464,0,2549,
0.01548493467271328,0,2599,
0.014055665582418442,0,2649,
0.020134538412094116,0,2699,
0.027134014293551445,0,2749,
0.009723414666950703,0,2799,
0.0282280296087265,0,2849,
0.013682825490832329,0,2899,
0.033507898449897766,0,2949,
0.012780077755451202,0,2999,
0.022787094116210938,0,3049,
0.026797151193022728,0,3099,
0.035503096878528595,0,3149,
0.04157542437314987,0,3199,
0.012508850544691086,0,3249,
0.02920897677540779,0,3299,
0.03273468464612961,0,3349,
0.023375431075692177,0,3399,
0.034686554223299026,0,3449,
0.023853342980146408,0,3499,
0.021924512460827827,0,3549,
0.017102552577853203,0,3599,
0.019238565117120743,0,3649,
0.01863820105791092,0,3699,
0.01885036751627922,0,3749,
0.020101279020309448,0,3799,
0.015399815514683723,0,3849,
0.012289462611079216,0,3899,
0.009792582131922245,0,3949,
0.02596808224916458,0,3999,
0.023598376661539078,0,4049,
0.020204728469252586,0,4099,
0.0264950729906559,0,4149,
0.022958839312195778,0,4199,
0.012471014633774757,0,4249,
0.04675288498401642,0,4299,
0.02392614632844925,0,4349,
0.012395808473229408,0,4399,
0.04350466653704643,0,4449,
0.023064788430929184,0,4499,
0.014640158042311668,0,4549,
0.01603911817073822,0,4599,
0.026733390986919403,0,4649,
0.026360178366303444,0,4699,
0.004572163335978985,0,4749,
0.028139621019363403,0,4799,
0.036177098751068115,0,4849,
0.0420566126704216,0,4899,
0.019285734742879868,0,4949,
0.02783063054084778,0,4999,
0.014898570254445076,0,5049,
0.015437467023730278,0,5099,
0.01062153559178114,0,5149,
0.021823707967996597,0,5199,
0.015848979353904724,0,5249,
0.01137685589492321,0,5299,
0.0056525045074522495,0,5349,
0.02595457062125206,0,5399,
0.019654229283332825,0,5449,
0.009320221841335297,0,5499,
0.020048800855875015,0,5549,
0.021452423185110092,0,5599,
0.014657542109489441,0,5649,
0.020646238699555397,0,5699,
0.016550736501812935,0,5749,
